rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,Subgenus,subfamily
wfo-4001303167,3014675,Fabaceae,Cheniella,,,Cheniella,R.Clark & Mackinder,Genus,Accepted,3014675.0,,,Eur. J. Taxon. 360: 9 (2017),,E. Himalaya to C. China and W. Malesia,ipni:77165904-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77165904-1,wfo-4100002414,,34555,,,,,Cercidoideae,Cercidoideae
wfo-0001401007,2538628,Fabaceae,Pauletia,rufa,intermedia,Pauletia rufa var. intermedia,(Vogel) A.Schmitz,Variety,Synonym,2672035.0,,2671720.0,Bull. Jard. Bot. Natl. Belg. 43: 392 (1973),,,ipni:885685-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:885685-1,,wfo-0000173941,34579,,,,,,Cercidoideae
wfo-0000213642,2711441,Fabaceae,Cercis,siliquastrum,,Cercis siliquastrum,L.,Species,Accepted,2711441.0,2711402.0,,Sp. Pl.: 374 (1753),,France to Afghanistan,ipni:485691-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:485691-1,wfo-4000007401,,34817,,,,,,Cercidoideae
wfo-0000199559,2671548,Fabaceae,Bauhinia,elongata,,Bauhinia elongata,Korth.,Species,Synonym,3242752.0,,,"Verh. Nat. Gesch. Ned. Bezitt., Bot.: 89 (1841)",,,ipni:481279-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481279-1,,wfo-0000199558,34841,,,,,,Cercidoideae
wfo-0000163937,2671705,Fabaceae,Bauhinia,humilis,,Bauhinia humilis,Rusby,Species,Accepted,2671705.0,2671275.0,,Mem. New York Bot. Gard. 7: 256 (1927),,Bolivia (El Beni),ipni:30085-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30085-2,wfo-4000004242,,34866,,,,,,Cercidoideae
wfo-0001049546,2671668,Fabaceae,Bauhinia,hassleriana,latifolia,Bauhinia hassleriana f. latifolia,Chodat & Hassl.,Form,Synonym,2671658.0,,,"Bull. Herb. Boissier, sér. 2, 4: 690 (1904)",,,ipni:30074-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30074-2,,wfo-0000163933,34892,,,,,,Cercidoideae
wfo-0000561535,2671343,Fabaceae,Bauhinia,ayabacensis,,Bauhinia ayabacensis,Wunderlin,Species,Accepted,2671343.0,2671275.0,,Sida 22: 105 (2006),,S. Ecuador to Peru,ipni:60444119-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60444119-2,wfo-4000004242,,34899,,,,,,Cercidoideae
wfo-0001338830,2994748,Fabaceae,Bauhinia,saksuwaniae,,Bauhinia saksuwaniae,"Mattapha, Chantar. & Suddee",Species,Accepted,2994748.0,2671275.0,,Nordic J. Bot. 11 Dec 2013: 1 (2013),,Thailand,ipni:77137997-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77137997-1,wfo-4000004242,,34914,,,,,,Cercidoideae
wfo-1000038906,2671578,Fabaceae,Bauhinia,ferruginea,,Bauhinia ferruginea,(Bong.) D.Dietr.,Species,Illegitimate,2671400.0,,2538490.0,Syn. Plant. 2: 1476 (1840),", nom. illeg.",,ipni:481306-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481306-1,,wfo-0000173891,34955,,,,,,Cercidoideae
wfo-0000183461,2671778,Fabaceae,Bauhinia,leucantha,,Bauhinia leucantha,Thulin,Species,Accepted,2671778.0,2671275.0,,Nordic J. Bot. 9: 51 (1989),,Somalia,ipni:937272-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:937272-1,wfo-4000004242,,35007,,,,,,Cercidoideae
wfo-0000199560,2671973,Fabaceae,Bauhinia,pottsii,elongata,Bauhinia pottsii var. elongata,(Korth.) de Wit,Variety,Synonym,3242752.0,,2671548.0,Reinwardtia 3: 404 (1956),,,ipni:60474985-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60474985-2,,wfo-0000199558,35141,,,,,,Cercidoideae
wfo-0000163943,2671763,Fabaceae,Bauhinia,lamprophylla,,Bauhinia lamprophylla,Harms,Species,Synonym,2671286.0,,,Beibl. Bot. Jahrb. Syst. 72: 22 (1904),,,ipni:30098-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30098-2,,wfo-0000173884,35180,,,,,,Cercidoideae
wfo-0001056091,2671633,Fabaceae,Bauhinia,glauca,tenuiflora,Bauhinia glauca subsp. tenuiflora,(G.Watt ex C.B.Clarke) K.Larsen & S.S.Larsen,Subspecies,Synonym,3014591.0,,2672138.0,Nat. Hist. Bull. Siam Soc. 25: 10 (1973),,,ipni:884811-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884811-1,,wfo-0001421741,35190,,,,,,Cercidoideae
wfo-0000194514,2671951,Fabaceae,Bauhinia,platypetala,,Bauhinia platypetala,Burch. ex Benth.,Species,Accepted,2671951.0,2671275.0,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 198 (1870)",,Bolivia to Brazil,ipni:30142-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30142-2,wfo-4000004242,,35211,,,,,,Cercidoideae
wfo-0000211728,2621812,Fabaceae,Adenolobus,pechuelii,mossamedensis,Adenolobus pechuelii subsp. mossamedensis,(Torre & Hillc.) Brummitt & J.H.Ross,Subspecies,Accepted,2621812.0,2621811.0,2621810.0,Kew Bull. 31: 403 (1976),,"Angola, Namibia, Botswana",ipni:884573-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884573-1,wfo-0000211696,,35212,,,,,,Cercidoideae
wfo-0000213134,2538429,Fabaceae,Perlebia,macrantha,,Perlebia macrantha,(Oliv.) A.Schmitz,Species,Synonym,2671807.0,,2671807.0,Bull. Jard. Bot. Natl. Belg. 43: 384 (1973),,,ipni:513084-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513084-1,,wfo-0000213116,35260,,,,,,Cercidoideae
wfo-0000182001,2672168,Fabaceae,Bauhinia,uniflora,,Bauhinia uniflora,Hassl.,Species,Illegitimate,2671301.0,,,Repert. Spec. Nov. Regni Veg. 9: 147 (1911),", nom. illeg.",,ipni:30197-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30197-2,,wfo-0000179934,35365,,,,,,Cercidoideae
wfo-0000163935,2671681,Fabaceae,Bauhinia,hiemalis,,Bauhinia hiemalis,Malme,Species,Synonym,2901998.0,,,Ark. Bot. 5(5): 13 (1905),,,ipni:30080-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30080-2,,wfo-0000747922,35368,,,,,,Cercidoideae
wfo-1000038910,2671789,Fabaceae,Bauhinia,longiflora,,Bauhinia longiflora,(Bong.) Steud.,Species,Synonym,3242749.0,,2538516.0,"Nomencl. Bot., ed. 2, 1: 191 (1840)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671789-4,,wfo-0000179899,35385,,,,,,Cercidoideae
wfo-0000173894,2671449,Fabaceae,Bauhinia,cheilantha,,Bauhinia cheilantha,(Bong.) Steud.,Species,Accepted,2671449.0,2671275.0,2538546.0,"Nomencl. Bot., ed. 2, 1: 191 (1840)",,Bolivia to Brazil and Paraguay,ipni:481200-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481200-1,wfo-4000004242,,35479,,,,,,Cercidoideae
wfo-0001056182,2672024,Fabaceae,Bauhinia,rocheri,,Bauhinia rocheri,H.Lév.,Species,Synonym,3014701.0,,,Repert. Spec. Nov. Regni Veg. 11: 31 (1912),,,ipni:481631-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481631-1,,wfo-0001421747,35500,,,,,,Cercidoideae
wfo-0001373787,2669818,Fabaceae,Barklya,syringifolia,tortuosa,Barklya syringifolia var. tortuosa,F.M.Bailey,Variety,Synonym,2669817.0,,,Syn. Queensl. Fl.: 123 (1883),,,ipni:154594-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:154594-3,,wfo-0000188297,35508,,,,,,Cercidoideae
wfo-0000193290,2671337,Fabaceae,Bauhinia,aurantiaca,,Bauhinia aurantiaca,Bojer,Species,Accepted,2671337.0,2671275.0,,"Ann. Sci. Nat., Bot., sér. 2, 4: 264 (1835)",,W. & NW. Madagascar,ipni:481118-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481118-1,wfo-4000004242,,35574,,,,,,Cercidoideae
wfo-0000195841,2671422,Fabaceae,Bauhinia,capuronii,,Bauhinia capuronii,Du Puy & R.Rabev.,Species,Accepted,2671422.0,2671275.0,,Legum. Madagascar: 110 (2002),,N. Madagascar,ipni:20004555-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004555-1,wfo-4000004242,,35576,,,,,,Cercidoideae
wfo-0001050505,2702522,Fabaceae,Casparia,latifolia,,Casparia latifolia,(Cav.) Kunth ex Seem.,Species,Synonym,2671531.0,,2671766.0,Bot. Voy. Herald: 281 (1856),,,ipni:48146-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:48146-2,,wfo-0000183531,35630,,,,,,Cercidoideae
wfo-0000561548,2671416,Fabaceae,Bauhinia,cancara,,Bauhinia cancara,Buch.-Ham. ex Steud.,Species,Invalid,3242760.0,,,"Nomencl. Bot., ed. 2, 1: 191 (1840)",", not validly publ.",,ipni:481175-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481175-1,,wfo-0000184557,35719,,,,,,Cercidoideae
wfo-0001240956,2671628,Fabaceae,Bauhinia,glauca,caterviflora,Bauhinia glauca var. caterviflora,(H.Y.Chen) K.Larsen & S.S.Larsen ex D.X.Zhang,Variety,Synonym,3014591.0,,2671433.0,Acta Bot. Austro Sin. 10: 64 (1995),,,ipni:988518-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:988518-1,,wfo-0001421741,35728,,,,,,Cercidoideae
wfo-1000064384,3312966,Fabaceae,Cheniella,longipes,,Cheniella longipes,"(Hosok.) S.R.Gu, T.Y.Tu & D.X.Zhang",Species,Accepted,3312966.0,3014675.0,2880480.0,Taxon 73: 493 (2024),,"Hainan, Vietnam",ipni:77340312-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77340312-1,wfo-4001303167,,35744,,,,,,Cercidoideae
wfo-0001049543,2671665,Fabaceae,Bauhinia,hassleriana,acuminata,Bauhinia hassleriana f. acuminata,Chodat & Hassl.,Form,Synonym,2671658.0,,,"Bull. Herb. Boissier, sér. 2, 4: 690 (1904)",,,ipni:30071-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30071-2,,wfo-0000163933,35761,,,,,,Cercidoideae
wfo-0001225638,2671843,Fabaceae,Bauhinia,melastomatoidea,,Bauhinia melastomatoidea,R.Torres,Species,Accepted,2671843.0,2671275.0,,"Anales Inst. Biol. Univ. Nac. Autón. México, Bot. 64: 49 (1993)",,"Mexico (Oaxaca, Chiapas)",ipni:304279-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304279-2,wfo-4000004242,,35762,,,,,,Cercidoideae
wfo-0001445120,2934323,Fabaceae,Cercis,siliquastrum,alba,Cercis siliquastrum f. alba,(Weston) Rehder,Form,Synonym,3256015.0,,2934322.0,Bibliogr. Cult. Trees: 351 (1949),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2934323-4,,wfo-0000188790,35768,,,,,,Cercidoideae
wfo-0000166291,2672043,Fabaceae,Bauhinia,ruiziana,,Bauhinia ruiziana,Harms,Species,Synonym,2672202.0,,,Repert. Spec. Nov. Regni Veg. 18: 234 (1922),,,ipni:30162-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30162-2,,wfo-0000163986,35808,,,,,,Cercidoideae
wfo-0000186784,2671600,Fabaceae,Bauhinia,forficata,pruinosa,Bauhinia forficata subsp. pruinosa,(Vogel) Fortunato & Wunderlin,Subspecies,Accepted,2671600.0,2671594.0,2671981.0,Darwiniana 27: 550 (1986),,Bolivia to SE. & S. Brazil and N. Argentina,ipni:273141-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273141-2,wfo-0000173906,,35851,,,,,,Cercidoideae
wfo-0000212898,2538563,Fabaceae,Pauletia,bowkeri,,Pauletia bowkeri,(Harv.) A.Schmitz,Species,Synonym,2671383.0,,2671383.0,Bull. Jard. Bot. Natl. Belg. 43: 394 (1973),,,ipni:512789-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512789-1,,wfo-0000212888,35870,,,,,,Cercidoideae
wfo-0000203474,2539804,Fabaceae,Piliostigma,enigmaticum,,Piliostigma enigmaticum,(Prain) Thoth.,Species,Synonym,2671385.0,,2671555.0,Bull. Bot. Soc. Bengal 19: 132 (1967),,,ipni:514343-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:514343-1,,wfo-0000196998,35881,,,,,,Cercidoideae
